id_assessment,id_student,date_submitted,is_banked,score
37165.0,581375.0,107.0,0,98.0
15596.0,591435.0,70.0,0,97.0
34624.0,399738.0,9.0,0,63.0
14706.0,506810.0,54.0,0,43.0
24079.0,430390.0,37.0,0,93.0
34597.0,381832.0,197.0,0,76.0
26350.0,570994.0,23.0,0,89.0
34415.0,437994.0,25.0,0,92.0
25802.0,2108183.0,57.0,0,61.0
36700.0,2457459.0,58.0,0,99.0
35494.0,596248.0,229.0,0,84.0
34775.0,2585956.0,178.0,0,56.0
34377.0,2387588.0,127.0,0,97.0
26300.0,493132.0,57.0,0,88.0
26055.0,801642.0,70.0,0,82.0
23614.0,557782.0,130.0,0,97.0
26575.0,408460.0,164.0,0,58.0
35628.0,586352.0,113.0,0,100.0
3198.0,548839.0,125.0,0,73.0
37268.0,591941.0,219.0,0,84.0
14797.0,672468.0,147.0,0,95.0
36961.0,583998.0,129.0,0,83.0
26555.0,611206.0,22.0,0,88.0
31525.0,447396.0,32.0,0,89.0
25794.0,636009.0,47.0,0,92.0
34054.0,594953.0,173.0,0,59.0
31080.0,265586.0,39.0,0,99.0
15334.0,425025.0,10.0,0,77.0
24796.0,629268.0,74.0,0,92.0
37383.0,677848.0,144.0,0,61.0
24018.0,594621.0,171.0,0,82.0
37203.0,1424577.0,197.0,0,83.0
14709.0,514436.0,171.0,0,84.0
35311.0,564530.0,161.0,0,84.0
34853.0,1551104.0,131.0,0,86.0
24976.0,659997.0,44.0,0,60.0
15528.0,1874843.0,116.0,0,41.0
23878.0,615841.0,165.0,0,24.0
31777.0,248538.0,37.0,0,66.0
15436.0,616794.0,131.0,0,99.0
24953.0,367472.0,30.0,0,34.0
31186.0,653998.0,124.0,0,61.0
24715.0,689777.0,48.0,0,97.0
14679.0,557513.0,38.0,0,97.0
14824.0,550951.0,29.0,0,58.0
35427.0,396608.0,206.0,0,89.0
34215.0,36094.0,117.0,0,60.0
25964.0,612976.0,51.0,0,96.0
25377.0,592840.0,28.0,0,91.0
35601.0,597378.0,130.0,0,99.0
15677.0,457241.0,30.0,0,62.0
15043.0,661666.0,192.0,0,96.0
14387.0,559148.0,284.0,1,69.0
2323.0,1856138.0,120.0,0,76.0
25858.0,612654.0,166.0,0,89.0
24831.0,623768.0,96.0,0,99.0
34069.0,608197.0,158.0,0,71.0
25935.0,783749.0,159.0,0,68.0
36919.0,618026.0,143.0,0,97.0
34851.0,196398.0,231.0,0,82.0
26405.0,600413.0,120.0,0,54.0
15208.0,332959.0,123.0,0,66.0
35594.0,619293.0,58.0,0,61.0
36735.0,2596838.0,216.0,0,98.0
34923.0,541866.0,125.0,0,72.0
34668.0,391509.0,88.0,0,68.0
26015.0,590291.0,129.0,0,79.0
25638.0,481922.0,46.0,0,73.0
31332.0,766835.0,70.0,0,95.0
36177.0,611334.0,69.0,0,35.0
25289.0,433559.0,125.0,0,83.0
14577.0,93172.0,145.0,0,90.0
36752.0,1576943.0,51.0,0,70.0
35046.0,623938.0,36.0,0,78.0
31155.0,480453.0,133.0,0,91.0
34034.0,608052.0,226.0,0,77.0
15596.0,541970.0,99.0,0,63.0
35439.0,1096529.0,96.0,0,74.0
35522.0,260286.0,76.0,0,77.0
35377.0,275973.0,201.0,0,89.0
26554.0,512441.0,44.0,0,89.0
35521.0,1952794.0,21.0,0,95.0
4501.0,481964.0,595.0,0,68.0
34572.0,282610.0,167.0,0,93.0
24425.0,673509.0,122.0,0,45.0
25443.0,434678.0,182.0,0,49.0
13908.0,1867628.0,408.0,0,6.0
24683.0,678984.0,45.0,0,97.0
26548.0,664323.0,191.0,0,75.0
15296.0,630633.0,64.0,0,95.0
37353.0,565423.0,171.0,0,61.0
34908.0,1970717.0,169.0,0,28.0
29324.0,1174339.0,538.0,0,13.0
31483.0,804597.0,42.0,0,98.0
16022.0,368077.0,9.0,0,97.0
3388.0,297487.0,163.0,0,74.0
15660.0,415442.0,119.0,0,86.0
14391.0,115216.0,147.0,0,76.0
34967.0,457754.0,182.0,0,80.0
36527.0,2609186.0,143.0,0,75.0
34998.0,457396.0,56.0,0,89.0
15752.0,669164.0,199.0,0,96.0
36092.0,657492.0,89.0,0,22.0
26257.0,785987.0,157.0,0,58.0
23376.0,610284.0,223.0,0,26.0
34267.0,408219.0,33.0,0,89.0
3170.0,353575.0,17.0,0,68.0
25545.0,260699.0,80.0,0,61.0
37114.0,675165.0,188.0,0,62.0
34053.0,356709.0,128.0,0,91.0
35920.0,624760.0,224.0,0,96.0
24412.0,674572.0,126.0,0,85.0
33955.0,1760438.0,81.0,0,85.0
15268.0,482809.0,194.0,0,97.0
35498.0,291670.0,163.0,0,79.0
15197.0,385936.0,180.0,0,84.0
15458.0,536266.0,146.0,0,91.0
